timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1612535323171,645,Home,200,OK,Users 1-10,text,true,,310,130,15,15,http://10.130.153.21:8080/script.php,83,0,39
1612535323171,645,Home,200,OK,Users 1-4,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,70,0,39
1612535323173,659,Home,200,OK,Users 1-1,text,true,,307,130,15,15,http://10.130.153.21:8080/script.php,61,0,37
1612535323172,678,Home,200,OK,Users 1-5,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,62,0,38
1612535323173,679,Home,200,OK,Users 1-7,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,65,0,37
1612535323173,703,Home,200,OK,Users 1-3,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,79,0,37
1612535323173,704,Home,200,OK,Users 1-14,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,69,0,37
1612535323174,730,Home,200,OK,Users 1-13,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,64,0,36
1612535323171,735,Home,200,OK,Users 1-2,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,76,0,39
1612535323173,734,Home,200,OK,Users 1-9,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,63,0,37
1612535323173,734,Home,200,OK,Users 1-6,text,true,,310,130,15,15,http://10.130.153.21:8080/script.php,77,0,37
1612535323173,735,Home,200,OK,Users 1-15,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,61,0,37
1612535323172,737,Home,200,OK,Users 1-12,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,97,0,38
1612535323171,739,Home,200,OK,Users 1-11,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,72,0,39
1612535323172,738,Home,200,OK,Users 1-8,text,true,,300,130,15,15,http://10.130.153.21:8080/script.php,78,0,38
1612535329822,431,Home,200,OK,Users 1-4,text,true,,302,130,15,15,http://10.130.153.21:8080/script.php,15,0,1
1612535329822,455,Home,200,OK,Users 1-10,text,true,,307,130,15,15,http://10.130.153.21:8080/script.php,15,0,1
1612535329834,564,Home,200,OK,Users 1-1,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,9,0,1
1612535329909,516,Home,200,OK,Users 1-9,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,31,0,2
1612535329878,550,Home,200,OK,Users 1-3,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,30,0,2
1612535329852,615,Home,200,OK,Users 1-5,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,9,0,1
1612535329912,588,Home,200,OK,Users 1-11,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,32,0,1
1612535329879,626,Home,200,OK,Users 1-14,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,21,0,1
1612535329909,606,Home,200,OK,Users 1-2,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,23,0,2
1612535329910,606,Home,200,OK,Users 1-6,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,18,0,1
1612535329910,606,Home,200,OK,Users 1-15,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,25,0,1
1612535329855,661,Home,200,OK,Users 1-7,text,true,,311,130,15,15,http://10.130.153.21:8080/script.php,29,0,1
1612535329907,616,Home,200,OK,Users 1-13,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,17,0,1
1612535329913,615,Home,200,OK,Users 1-8,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,39,0,1
1612535329912,621,Home,200,OK,Users 1-12,text,true,,301,130,15,15,http://10.130.153.21:8080/script.php,54,0,1
1612535336255,188,Home,200,OK,Users 1-4,text,true,,302,130,15,15,http://10.130.153.21:8080/script.php,18,0,2
