timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1612629746595,12664,Home,200,OK,Users 1-98,text,true,,302,130,800,800,http://10.130.153.21:8080/script.php,77,0,32
1612629746578,12886,Home,200,OK,Users 1-79,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,133,0,55
1612629746577,13010,Home,200,OK,Users 1-78,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,94,0,55
1612629746578,13079,Home,200,OK,Users 1-202,text,true,,301,130,800,800,http://10.130.153.21:8080/script.php,163,0,56
1612629746620,13045,Home,200,OK,Users 1-256,text,true,,302,130,800,800,http://10.130.153.21:8080/script.php,74,0,7
1612629746578,13100,Home,200,OK,Users 1-27,text,true,,302,130,800,800,http://10.130.153.21:8080/script.php,173,0,55
1612629746584,13154,Home,200,OK,Users 1-208,text,true,,302,130,800,800,http://10.130.153.21:8080/script.php,166,0,51
1612629746633,13206,Home,200,OK,Users 1-271,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,95,0,0
1612629746577,13285,Home,200,OK,Users 1-9,text,true,,310,130,800,800,http://10.130.153.21:8080/script.php,129,0,56
1612629746582,13307,Home,200,OK,Users 1-125,text,true,,302,130,800,800,http://10.130.153.21:8080/script.php,155,0,53
1612629746576,13515,Home,200,OK,Users 1-85,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,201,0,57
1612629746616,13505,Home,200,OK,Users 1-84,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,39,0,16
1612629746631,13572,Home,200,OK,Users 1-273,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,154,0,2
1612629746577,13810,Home,200,OK,Users 1-32,text,true,,310,130,800,800,http://10.130.153.21:8080/script.php,95,0,56
1612629746618,13825,Home,200,OK,Users 1-252,text,true,,311,130,800,800,http://10.130.153.21:8080/script.php,37,0,9
