Linux 4.15.0-117-generic (sl1-21) 	Friday 05 February 2021 	_x86_64_	(4 CPU)

07:02:59  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:03:04  IST  all    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:03:09  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:03:14  IST  all   68.03    0.00    0.90    0.00    0.00    0.00    0.00    0.00    0.00   31.07
07:03:19  IST  all   13.91    0.00    0.15    0.00    0.00    0.00    0.00    0.00    0.00   85.94
07:03:24  IST  all   75.30    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   23.30
07:03:29  IST  all   15.50    0.00    0.45    0.05    0.00    0.45    0.00    0.00    0.00   83.56
07:03:34  IST  all   78.07    0.00    1.29    0.00    0.00    0.70    0.00    0.00    0.00   19.94
07:03:39  IST  all   25.79    0.00    0.75    0.05    0.00    0.40    0.00    0.00    0.00   73.02
07:03:44  IST  all   70.46    0.00    1.05    0.00    0.00    0.15    0.00    0.00    0.00   28.34
07:03:49  IST  all   49.88    0.00    1.10    0.00    0.00    0.35    0.00    0.00    0.00   48.68
07:03:54  IST  all   55.83    0.00    0.60    0.00    0.00    0.55    0.00    0.00    0.00   43.03
07:03:59  IST  all   66.20    0.00    1.04    0.05    0.00    0.84    0.00    0.00    0.00   31.86
07:04:04  IST  all   32.92    0.00    0.65    0.00    0.00    0.75    0.00    0.00    0.00   65.69
07:04:09  IST  all   74.52    0.00    1.24    0.00    0.00    1.09    0.00    0.00    0.00   23.15
07:04:14  IST  all   40.69    0.00    1.24    0.05    0.00    0.84    0.00    0.00    0.00   57.18
07:04:19  IST  all   58.64    0.00    0.84    0.05    0.00    0.70    0.00    0.00    0.00   39.77
07:04:24  IST  all   70.49    0.00    1.20    0.00    0.00    0.40    0.00    0.00    0.00   27.91
07:04:29  IST  all   40.57    0.00    0.84    0.05    0.00    1.48    0.00    0.00    0.00   57.06
07:04:34  IST  all   74.49    0.00    1.04    0.00    0.00    0.75    0.00    0.00    0.00   23.72
07:04:39  IST  all   55.81    0.00    0.94    0.05    0.00    1.29    0.00    0.00    0.00   41.92
07:04:44  IST  all   54.00    0.00    0.89    0.05    0.00    1.43    0.00    0.00    0.00   43.63
07:04:49  IST  all   70.46    0.00    0.79    0.05    0.00    0.89    0.00    0.00    0.00   27.81
07:04:54  IST  all   55.27    0.00    1.28    0.00    0.00    2.06    0.00    0.00    0.00   41.39
07:04:59  IST  all   58.02    0.00    0.69    0.00    0.00    1.48    0.00    0.00    0.00   39.81
07:05:04  IST  all   69.86    0.00    0.84    0.05    0.00    1.82    0.00    0.00    0.00   27.43
07:05:09  IST  all   58.32    0.00    1.23    0.00    0.00    1.72    0.00    0.00    0.00   38.73
07:05:14  IST  all   57.55    0.00    0.93    0.05    0.00    1.77    0.00    0.00    0.00   39.70
07:05:19  IST  all   67.54    0.00    1.09    0.05    0.00    1.43    0.00    0.00    0.00   29.89
07:05:24  IST  all   65.11    0.00    0.94    0.00    0.00    0.94    0.00    0.00    0.00   33.00
07:05:29  IST  all   56.45    0.00    1.03    0.00    0.00    1.53    0.00    0.00    0.00   40.99
07:05:34  IST  all   68.77    0.00    1.38    0.05    0.00    1.48    0.00    0.00    0.00   28.33
07:05:39  IST  all   68.54    0.00    1.08    0.00    0.00    2.20    0.00    0.00    0.00   28.18
07:05:44  IST  all   54.43    0.00    1.08    0.00    0.00    2.20    0.00    0.00    0.00   42.28
07:05:49  IST  all   64.17    0.00    1.03    0.00    0.00    1.63    0.00    0.00    0.00   33.17
07:05:54  IST  all   65.84    0.00    1.23    0.00    0.00    1.38    0.00    0.00    0.00   31.54
07:05:59  IST  all   68.96    0.00    1.24    0.05    0.00    0.89    0.00    0.00    0.00   28.85
07:06:04  IST  all   54.35    0.00    1.03    0.05    0.00    2.40    0.00    0.00    0.00   42.17
07:06:09  IST  all   70.55    0.00    0.84    0.00    0.00    1.58    0.00    0.00    0.00   27.04
07:06:14  IST  all   65.17    0.00    1.08    0.05    0.00    1.48    0.00    0.00    0.00   32.22
07:06:19  IST  all   64.32    0.00    1.03    0.05    0.00    1.63    0.00    0.00    0.00   32.97
07:06:24  IST  all   60.79    0.00    0.98    0.00    0.00    2.15    0.00    0.00    0.00   36.07
07:06:29  IST  all   63.75    0.00    1.09    0.00    0.00    1.28    0.00    0.00    0.00   33.88
07:06:34  IST  all   70.93    0.00    0.99    0.00    0.00    1.04    0.00    0.00    0.00   27.04
07:06:39  IST  all   62.46    0.00    1.08    0.00    0.00    1.87    0.00    0.00    0.00   34.59
07:06:44  IST  all   59.30    0.00    1.04    0.05    0.00    1.53    0.00    0.00    0.00   38.09
07:06:49  IST  all   68.21    0.00    0.94    0.00    0.00    1.58    0.00    0.00    0.00   29.28
07:06:54  IST  all   65.09    0.00    0.89    0.00    0.00    1.72    0.00    0.00    0.00   32.30
07:06:59  IST  all   64.59    0.00    1.27    0.00    0.00    2.11    0.00    0.00    0.00   32.03
07:07:04  IST  all   59.85    0.00    1.08    0.05    0.00    1.72    0.00    0.00    0.00   37.29
07:07:09  IST  all   64.02    0.00    1.33    0.05    0.00    1.77    0.00    0.00    0.00   32.84
07:07:14  IST  all   66.72    0.00    1.67    0.00    0.00    1.91    0.00    0.00    0.00   29.71
07:07:19  IST  all   66.21    0.00    1.77    0.00    0.00    1.58    0.00    0.00    0.00   30.44
07:07:24  IST  all   65.04    0.00    1.18    0.00    0.00    1.67    0.00    0.00    0.00   32.10
07:07:29  IST  all   61.63    0.00    1.23    0.05    0.00    1.77    0.00    0.00    0.00   35.33
07:07:34  IST  all   63.18    0.00    1.23    0.00    0.00    1.58    0.00    0.00    0.00   34.01
07:07:39  IST  all   67.39    0.00    1.33    0.05    0.00    1.28    0.00    0.00    0.00   29.94
07:07:44  IST  all   67.46    0.00    1.19    0.05    0.00    0.99    0.00    0.00    0.00   30.31
07:07:49  IST  all   63.47    0.00    1.04    0.00    0.00    1.33    0.00    0.00    0.00   34.16
07:07:54  IST  all   66.88    0.00    1.09    0.00    0.00    1.24    0.00    0.00    0.00   30.80
07:07:59  IST  all   62.37    0.00    1.38    0.05    0.00    1.23    0.00    0.00    0.00   34.96
07:08:04  IST  all   64.29    0.00    1.34    0.05    0.00    1.14    0.00    0.00    0.00   33.18
07:08:09  IST  all    8.50    0.00    0.10    0.00    0.00    0.10    0.00    0.00    0.00   91.30
