Linux 4.15.0-117-generic (sl1-21) 	Friday 05 February 2021 	_x86_64_	(4 CPU)

07:58:29  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:58:34  IST  all    0.05    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.85
07:58:39  IST  all    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.95
07:58:44  IST  all   13.71    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00   85.94
07:58:49  IST  all    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:58:54  IST  all   13.47    0.00    0.55    0.05    0.00    0.05    0.00    0.00    0.00   85.88
07:58:59  IST  all   13.43    0.00    0.90    0.00    0.00    0.05    0.00    0.00    0.00   85.63
07:59:04  IST  all   13.60    0.00    0.30    0.00    0.00    0.20    0.00    0.00    0.00   85.90
07:59:09  IST  all    8.08    0.00    0.25    0.00    0.00    0.40    0.00    0.00    0.00   91.28
07:59:14  IST  all    5.45    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   94.45
07:59:19  IST  all   13.32    0.00    0.30    0.05    0.00    0.30    0.00    0.00    0.00   86.03
07:59:24  IST  all   13.33    0.00    0.25    0.00    0.00    0.40    0.00    0.00    0.00   86.02
07:59:29  IST  all   13.32    0.00    0.45    0.05    0.00    0.30    0.00    0.00    0.00   85.89
07:59:34  IST  all   12.46    0.00    0.30    0.00    0.00    0.10    0.00    0.00    0.00   87.14
07:59:39  IST  all    0.95    0.00    0.05    0.00    0.00    0.05    0.00    0.00    0.00   98.95
07:59:44  IST  all   13.33    0.00    0.30    0.05    0.00    0.30    0.00    0.00    0.00   86.02
07:59:49  IST  all   13.45    0.00    0.15    0.10    0.00    0.45    0.00    0.00    0.00   85.85
07:59:54  IST  all   13.57    0.00    0.30    0.00    0.00    0.30    0.00    0.00    0.00   85.83
07:59:59  IST  all   13.43    0.00    0.25    0.00    0.00    0.30    0.00    0.00    0.00   86.02
08:00:04  IST  all    0.50    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   98.90
08:00:09  IST  all   13.63    0.00    0.20    0.00    0.00    0.25    0.00    0.00    0.00   85.92
08:00:14  IST  all   13.44    0.00    0.20    0.05    0.00    0.20    0.00    0.00    0.00   86.11
08:00:19  IST  all   13.36    0.00    0.30    0.05    0.00    0.35    0.00    0.00    0.00   85.94
08:00:24  IST  all   13.37    0.00    0.30    0.05    0.00    0.30    0.00    0.00    0.00   85.99
08:00:29  IST  all    2.25    0.00    0.10    0.00    0.00    0.10    0.00    0.00    0.00   97.55
