Linux 4.15.0-117-generic (sl1-21) 	Friday 05 February 2021 	_x86_64_	(4 CPU)

07:09:31  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:09:36  IST  all    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.95
07:09:41  IST  all    0.05    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.90
07:09:46  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
07:09:51  IST  all    0.00    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:09:56  IST  all   79.44    0.00    1.35    0.00    0.00    0.00    0.00    0.00    0.00   19.21
07:10:01  IST  all   29.48    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   70.32
07:10:06  IST  all   70.89    0.00    1.90    0.10    0.00    0.10    0.00    0.00    0.00   27.01
07:10:11  IST  all   52.92    0.00    0.45    0.00    0.00    0.10    0.00    0.00    0.00   46.53
07:10:16  IST  all   59.46    0.00    2.29    0.00    0.00    0.45    0.00    0.00    0.00   37.80
07:10:21  IST  all   62.64    0.00    0.65    0.00    0.00    0.25    0.00    0.00    0.00   36.46
07:10:26  IST  all   55.95    0.00    1.59    0.00    0.00    0.65    0.00    0.00    0.00   41.81
07:10:31  IST  all   67.37    0.00    0.55    0.00    0.00    0.20    0.00    0.00    0.00   31.89
07:10:36  IST  all   54.21    0.00    1.59    0.05    0.00    0.60    0.00    0.00    0.00   43.55
07:10:41  IST  all   76.48    0.00    0.60    0.00    0.00    0.40    0.00    0.00    0.00   22.52
07:10:46  IST  all   56.34    0.00    1.55    0.00    0.00    0.35    0.00    0.00    0.00   41.77
07:10:51  IST  all   75.09    0.00    0.40    0.00    0.00    0.84    0.00    0.00    0.00   23.67
07:10:56  IST  all   56.23    0.00    1.35    0.00    0.00    0.60    0.00    0.00    0.00   41.82
07:11:01  IST  all   70.76    0.00    0.60    0.00    0.00    0.60    0.00    0.00    0.00   28.05
07:11:06  IST  all   63.32    0.00    1.30    0.00    0.00    0.25    0.00    0.00    0.00   35.13
07:11:11  IST  all   68.27    0.00    0.74    0.05    0.00    0.79    0.00    0.00    0.00   30.14
07:11:16  IST  all   70.12    0.00    1.39    0.00    0.00    0.79    0.00    0.00    0.00   27.69
07:11:21  IST  all   63.23    0.00    0.89    0.00    0.00    0.79    0.00    0.00    0.00   35.08
07:11:26  IST  all   82.31    0.00    1.44    0.00    0.00    0.70    0.00    0.00    0.00   15.56
07:11:31  IST  all   56.65    0.00    0.74    0.00    0.00    0.94    0.00    0.00    0.00   41.67
07:11:36  IST  all   89.26    0.00    1.55    0.00    0.00    0.25    0.00    0.00    0.00    8.94
07:11:41  IST  all   49.60    0.00    0.54    0.05    0.00    1.43    0.00    0.00    0.00   48.37
07:11:46  IST  all   95.30    0.00    1.30    0.00    0.00    0.10    0.00    0.00    0.00    3.30
07:11:51  IST  all   52.80    0.00    0.84    0.00    0.00    1.04    0.00    0.00    0.00   45.31
07:11:56  IST  all   92.22    0.00    1.20    0.00    0.00    0.35    0.00    0.00    0.00    6.23
07:12:01  IST  all   62.28    0.00    1.69    0.00    0.00    0.70    0.00    0.00    0.00   35.34
07:12:06  IST  all   82.31    0.00    1.00    0.00    0.00    0.45    0.00    0.00    0.00   16.24
07:12:11  IST  all   75.73    0.00    1.34    0.05    0.00    1.04    0.00    0.00    0.00   21.84
07:12:16  IST  all   77.24    0.00    1.19    0.00    0.00    0.60    0.00    0.00    0.00   20.97
07:12:21  IST  all   83.22    0.00    1.24    0.05    0.00    0.79    0.00    0.00    0.00   14.70
07:12:26  IST  all   63.34    0.00    0.69    0.00    0.00    1.63    0.00    0.00    0.00   34.34
07:12:31  IST  all   98.65    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.15
07:12:36  IST  all   64.07    0.00    1.14    0.05    0.00    1.38    0.00    0.00    0.00   33.37
07:12:41  IST  all   88.57    0.00    1.29    0.00    0.00    0.70    0.00    0.00    0.00    9.44
07:12:46  IST  all   77.04    0.00    1.24    0.05    0.00    0.75    0.00    0.00    0.00   20.92
07:12:51  IST  all   81.21    0.00    0.95    0.00    0.00    0.35    0.00    0.00    0.00   17.50
07:12:56  IST  all   87.86    0.00    1.45    0.00    0.00    0.25    0.00    0.00    0.00   10.44
07:13:01  IST  all   73.56    0.00    1.44    0.00    0.00    0.94    0.00    0.00    0.00   24.06
07:13:06  IST  all   93.52    0.00    1.05    0.00    0.00    0.40    0.00    0.00    0.00    5.03
07:13:11  IST  all   75.28    0.00    1.58    0.05    0.00    1.53    0.00    0.00    0.00   21.56
07:13:16  IST  all   83.80    0.00    1.19    0.00    0.00    1.09    0.00    0.00    0.00   13.92
07:13:21  IST  all   88.09    0.00    1.74    0.00    0.00    0.50    0.00    0.00    0.00    9.67
07:13:26  IST  all   74.20    0.00    1.29    0.00    0.00    1.38    0.00    0.00    0.00   23.13
07:13:31  IST  all   94.76    0.00    1.45    0.00    0.00    0.25    0.00    0.00    0.00    3.55
07:13:36  IST  all   73.82    0.00    1.59    0.00    0.00    0.99    0.00    0.00    0.00   23.60
07:13:41  IST  all   80.69    0.00    1.10    0.00    0.00    0.55    0.00    0.00    0.00   17.67
07:13:46  IST  all   89.91    0.00    1.35    0.00    0.00    0.25    0.00    0.00    0.00    8.49
07:13:51  IST  all   71.90    0.00    1.04    0.05    0.00    1.04    0.00    0.00    0.00   25.97
07:13:56  IST  all   95.80    0.00    1.15    0.00    0.00    0.15    0.00    0.00    0.00    2.90
07:14:01  IST  all   73.42    0.00    1.24    0.05    0.00    1.38    0.00    0.00    0.00   23.91
07:14:06  IST  all   84.06    0.00    1.33    0.00    0.00    1.43    0.00    0.00    0.00   13.18
07:14:11  IST  all   87.14    0.00    1.35    0.05    0.00    0.45    0.00    0.00    0.00   11.02
07:14:16  IST  all   73.03    0.00    1.19    0.00    0.00    0.89    0.00    0.00    0.00   24.89
07:14:21  IST  all   93.77    0.00    1.20    0.00    0.00    0.50    0.00    0.00    0.00    4.54
07:14:26  IST  all   76.98    0.00    1.29    0.00    0.00    0.80    0.00    0.00    0.00   20.93
07:14:31  IST  all   82.08    0.00    1.09    0.00    0.00    1.19    0.00    0.00    0.00   15.64
07:14:36  IST  all   88.57    0.00    1.39    0.00    0.00    0.70    0.00    0.00    0.00    9.34
07:14:41  IST  all   72.72    0.00    1.28    0.05    0.00    1.53    0.00    0.00    0.00   24.42
07:14:46  IST  all   92.02    0.00    1.40    0.00    0.00    0.40    0.00    0.00    0.00    6.18
07:14:51  IST  all    0.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.95
