Linux 4.15.0-117-generic (sl1-21) 	Saturday 06 February 2021 	_x86_64_	(4 CPU)

01:37:40  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:37:45  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
01:37:50  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
01:37:55  IST  all   53.83    0.00    2.90    0.00    0.00    0.05    0.00    0.00    0.00   43.22
01:38:00  IST  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:38:05  IST  all   99.85    0.00    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:38:10  IST  all   41.58    0.00    0.59    0.00    0.00    0.99    0.00    0.00    0.00   56.84
01:38:15  IST  all   96.15    0.00    3.70    0.00    0.00    0.15    0.00    0.00    0.00    0.00
01:38:20  IST  all   99.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:38:25  IST  all   99.30    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:38:30  IST  all   78.43    0.00    2.68    0.00    0.00    0.99    0.00    0.00    0.00   17.90
01:38:35  IST  all   98.10    0.00    1.85    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:38:40  IST  all   99.80    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:38:45  IST  all   81.94    0.00    0.55    0.05    0.00    0.50    0.00    0.00    0.00   16.97
01:38:50  IST  all   95.25    0.00    3.40    0.00    0.00    0.10    0.00    0.00    0.00    1.25
01:38:55  IST  all   99.35    0.00    0.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:00  IST  all   99.70    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:05  IST  all   83.49    0.00    1.30    0.00    0.00    0.25    0.00    0.00    0.00   14.96
01:39:10  IST  all   96.80    0.00    3.15    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:39:15  IST  all   99.20    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:20  IST  all   99.55    0.00    0.40    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:39:25  IST  all   89.27    0.00    2.74    0.05    0.00    0.30    0.00    0.00    0.00    7.63
01:39:30  IST  all   98.35    0.00    1.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:35  IST  all   99.90    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:40  IST  all   98.90    0.00    1.05    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:39:45  IST  all   96.00    0.00    3.65    0.00    0.00    0.10    0.00    0.00    0.00    0.25
01:39:50  IST  all   99.40    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:39:55  IST  all   99.70    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:40:00  IST  all   92.92    0.00    1.45    0.00    0.00    0.35    0.00    0.00    0.00    5.29
01:40:05  IST  all   95.35    0.00    4.50    0.00    0.00    0.15    0.00    0.00    0.00    0.00
01:40:10  IST  all   99.65    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:40:15  IST  all   99.20    0.00    0.75    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:40:20  IST  all   95.90    0.00    3.05    0.00    0.00    0.10    0.00    0.00    0.00    0.95
01:40:25  IST  all   98.45    0.00    1.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:40:30  IST  all   99.70    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:40:35  IST  all   99.00    0.00    0.90    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:40:40  IST  all   96.40    0.00    3.50    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:40:45  IST  all   99.35    0.00    0.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:40:50  IST  all   99.55    0.00    0.35    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:40:55  IST  all   93.41    0.00    2.05    0.00    0.00    0.20    0.00    0.00    0.00    4.35
01:41:00  IST  all   96.20    0.00    3.70    0.00    0.00    0.10    0.00    0.00    0.00    0.00
