Linux 4.15.0-117-generic (sl1-21) 	Saturday 06 February 2021 	_x86_64_	(4 CPU)

01:09:40  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:09:45  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:09:50  IST  all    0.05    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.85
01:09:55  IST  all   95.00    0.00    2.50    0.00    0.00    0.00    0.00    0.00    0.00    2.50
01:10:00  IST  all   99.90    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:10:05  IST  all   23.65    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   75.35
01:10:10  IST  all   90.12    0.00    3.28    0.05    0.00    0.89    0.00    0.00    0.00    5.66
01:10:15  IST  all   99.80    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:10:20  IST  all   56.32    0.00    0.75    0.00    0.00    0.65    0.00    0.00    0.00   42.29
01:10:25  IST  all   86.60    0.00    2.44    0.00    0.00    0.65    0.00    0.00    0.00   10.31
01:10:30  IST  all   99.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:10:35  IST  all   80.61    0.00    0.70    0.00    0.00    0.30    0.00    0.00    0.00   18.39
01:10:40  IST  all   69.91    0.00    2.73    0.05    0.00    0.99    0.00    0.00    0.00   26.32
01:10:45  IST  all   99.55    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:10:50  IST  all   80.63    0.00    0.35    0.00    0.00    0.20    0.00    0.00    0.00   18.82
01:10:55  IST  all   74.44    0.00    3.50    0.00    0.00    1.33    0.00    0.00    0.00   20.72
01:11:00  IST  all   99.45    0.00    0.50    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:11:05  IST  all   96.50    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    3.05
01:11:10  IST  all   72.49    0.00    2.53    0.00    0.00    0.89    0.00    0.00    0.00   24.08
01:11:15  IST  all   98.95    0.00    1.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:11:20  IST  all   99.65    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:11:25  IST  all   70.90    0.00    2.04    0.00    0.00    0.45    0.00    0.00    0.00   26.62
01:11:30  IST  all   98.55    0.00    1.40    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:11:35  IST  all   99.65    0.00    0.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:11:40  IST  all   82.65    0.00    1.84    0.00    0.00    0.65    0.00    0.00    0.00   14.87
01:11:45  IST  all   97.80    0.00    2.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:11:50  IST  all   99.60    0.00    0.35    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:11:55  IST  all   83.33    0.00    1.29    0.00    0.00    0.79    0.00    0.00    0.00   14.59
01:12:00  IST  all   98.10    0.00    1.75    0.00    0.00    0.15    0.00    0.00    0.00    0.00
01:12:05  IST  all   99.70    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:12:10  IST  all   83.79    0.00    1.29    0.00    0.00    0.99    0.00    0.00    0.00   13.93
01:12:15  IST  all   97.50    0.00    2.45    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:12:20  IST  all   99.40    0.00    0.55    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:12:25  IST  all   78.53    0.00    1.67    0.05    0.00    1.62    0.00    0.00    0.00   18.13
01:12:30  IST  all   97.45    0.00    2.50    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:12:35  IST  all   99.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:12:40  IST  all   89.11    0.00    1.20    0.00    0.00    0.30    0.00    0.00    0.00    9.39
01:12:45  IST  all   97.35    0.00    2.55    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:12:50  IST  all   99.30    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:12:55  IST  all   84.84    0.00    0.84    0.05    0.00    0.99    0.00    0.00    0.00   13.28
01:13:00  IST  all   96.75    0.00    2.10    0.00    0.00    0.15    0.00    0.00    0.00    1.00
01:13:05  IST  all   99.40    0.00    0.55    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:13:10  IST  all   90.17    0.00    0.65    0.00    0.00    0.25    0.00    0.00    0.00    8.93
01:13:15  IST  all   94.86    0.00    2.70    0.00    0.00    0.30    0.00    0.00    0.00    2.15
01:13:20  IST  all   99.20    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:13:25  IST  all   93.96    0.00    0.70    0.00    0.00    0.30    0.00    0.00    0.00    5.04
01:13:30  IST  all   88.96    0.00    2.94    0.00    0.00    0.50    0.00    0.00    0.00    7.61
01:13:35  IST  all   99.30    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:13:40  IST  all   99.30    0.00    0.55    0.00    0.00    0.05    0.00    0.00    0.00    0.10
01:13:45  IST  all   89.91    0.00    2.58    0.00    0.00    0.84    0.00    0.00    0.00    6.66
01:13:50  IST  all   99.25    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:13:55  IST  all   99.45    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:14:00  IST  all   81.55    0.00    2.04    0.00    0.00    0.45    0.00    0.00    0.00   15.96
01:14:05  IST  all   98.10    0.00    1.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:14:10  IST  all   99.20    0.00    0.70    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:14:15  IST  all   86.01    0.00    2.24    0.05    0.00    0.45    0.00    0.00    0.00   11.25
01:14:20  IST  all   99.00    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:14:25  IST  all   99.45    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:14:30  IST  all   82.94    0.00    1.60    0.05    0.00    0.10    0.00    0.00    0.00   15.31
01:14:35  IST  all   98.00    0.00    1.95    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:14:40  IST  all   99.45    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:14:45  IST  all   79.17    0.00    0.90    0.00    0.00    0.45    0.00    0.00    0.00   19.48
01:14:50  IST  all    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.90
01:14:55  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:15:00  IST  all    0.15    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.80

Average:     all   83.65    0.00    1.22    0.01    0.00    0.26    0.00    0.00    0.00   14.86
