Linux 4.15.0-117-generic (sl1-21) 	Saturday 06 February 2021 	_x86_64_	(4 CPU)

01:18:49  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:21:29  IST  all   81.58    0.00    2.89    0.00    0.00    0.55    0.00    0.00    0.00   14.98
01:21:34  IST  all   99.10    0.00    0.85    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:21:39  IST  all   99.40    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:21:44  IST  all   85.00    0.00    2.09    0.00    0.00    0.75    0.00    0.00    0.00   12.17
01:21:49  IST  all   97.60    0.00    2.35    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:21:54  IST  all   99.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:21:59  IST  all   83.46    0.00    1.05    0.00    0.00    0.50    0.00    0.00    0.00   15.00
01:22:04  IST  all   97.30    0.00    2.60    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:22:09  IST  all   99.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:14  IST  all   99.20    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:19  IST  all   86.72    0.00    2.93    0.00    0.00    0.70    0.00    0.00    0.00    9.65
01:22:24  IST  all   99.25    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:29  IST  all   99.40    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:34  IST  all   77.65    0.00    2.42    0.00    0.00    1.24    0.00    0.00    0.00   18.69
01:22:39  IST  all   98.85    0.00    1.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:44  IST  all   99.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:22:49  IST  all   77.20    0.00    1.78    0.00    0.00    1.33    0.00    0.00    0.00   19.69
01:22:54  IST  all   97.30    0.00    2.60    0.00    0.00    0.10    0.00    0.00    0.00    0.00
01:22:59  IST  all   99.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:23:04  IST  all   80.79    0.00    0.65    0.05    0.00    0.70    0.00    0.00    0.00   17.82
01:23:09  IST  all   96.80    0.00    3.15    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:23:14  IST  all   99.55    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:23:19  IST  all   90.27    0.00    0.69    0.05    0.00    0.74    0.00    0.00    0.00    8.24
01:23:24  IST  all   93.65    0.00    2.70    0.00    0.00    0.10    0.00    0.00    0.00    3.55
01:23:29  IST  all   99.25    0.00    0.70    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:23:34  IST  all   99.45    0.00    0.55    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:23:39  IST  all   88.50    0.00    2.59    0.00    0.00    0.50    0.00    0.00    0.00    8.42
01:23:44  IST  all   98.60    0.00    1.35    0.00    0.00    0.05    0.00    0.00    0.00    0.00
01:23:49  IST  all   99.55    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00
01:23:54  IST  all   74.91    0.00    0.89    0.00    0.00    1.19    0.00    0.00    0.00   23.01
01:23:59  IST  all    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.95
01:24:04  IST  all    0.15    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.80
01:24:09  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
01:24:14  IST  all    0.10    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.85
01:24:19  IST  all    0.05    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.85
01:24:24  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:24:29  IST  all    0.00    0.00    0.05    0.00    0.00    0.05    0.00    0.00    0.00   99.90
01:24:34  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
01:24:39  IST  all    0.05    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.85
01:24:44  IST  all    0.30    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.65
01:24:49  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
01:24:54  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:24:59  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:25:04  IST  all    0.15    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00   99.55
01:25:09  IST  all    0.10    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.85
01:25:14  IST  all    0.10    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.80
01:25:19  IST  all    0.10    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.80
01:25:24  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:25:29  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:25:34  IST  all    0.25    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.70
01:25:39  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90

Average:     all   64.93    0.00    0.98    0.01    0.00    0.19    0.00    0.00    0.00   33.89
