Linux 4.15.0-117-generic (sl1-21) 	Friday 05 February 2021 	_x86_64_	(4 CPU)

07:34:28  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:34:33  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:34:38  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
07:34:43  IST  all   78.51    0.00    1.99    0.00    0.00    0.05    0.00    0.00    0.00   19.44
07:34:48  IST  all   85.74    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   14.16
07:34:53  IST  all   33.42    0.00    0.94    0.05    0.00    0.65    0.00    0.00    0.00   64.94
07:34:58  IST  all   98.80    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:35:03  IST  all   63.45    0.00    0.55    0.00    0.00    0.25    0.00    0.00    0.00   35.75
07:35:08  IST  all   81.45    0.00    2.03    0.00    0.00    0.89    0.00    0.00    0.00   15.62
07:35:13  IST  all   99.40    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:35:18  IST  all   54.57    0.00    1.14    0.05    0.00    0.74    0.00    0.00    0.00   43.50
07:35:23  IST  all   98.40    0.00    1.50    0.00    0.00    0.10    0.00    0.00    0.00    0.00
07:35:28  IST  all   75.82    0.00    0.60    0.05    0.00    0.40    0.00    0.00    0.00   23.13
07:35:33  IST  all   83.62    0.00    2.10    0.00    0.00    0.30    0.00    0.00    0.00   13.98
07:35:38  IST  all   99.15    0.00    0.80    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:35:43  IST  all   66.14    0.00    1.49    0.00    0.00    1.24    0.00    0.00    0.00   31.14
07:35:48  IST  all   98.40    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:35:53  IST  all   83.70    0.00    0.55    0.05    0.00    0.40    0.00    0.00    0.00   15.30
07:35:58  IST  all   85.91    0.00    2.42    0.00    0.00    1.09    0.00    0.00    0.00   10.58
07:36:03  IST  all   99.30    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:36:08  IST  all   78.24    0.00    0.95    0.00    0.00    0.40    0.00    0.00    0.00   20.41
07:36:13  IST  all   98.25    0.00    1.65    0.00    0.00    0.10    0.00    0.00    0.00    0.00
07:36:18  IST  all   87.45    0.00    1.19    0.00    0.00    0.69    0.00    0.00    0.00   10.66
07:36:23  IST  all   96.50    0.00    2.50    0.00    0.00    0.05    0.00    0.00    0.00    0.95
07:36:28  IST  all   99.15    0.00    0.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:36:33  IST  all   88.15    0.00    1.09    0.00    0.00    1.04    0.00    0.00    0.00    9.72
07:36:38  IST  all   98.40    0.00    1.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:36:43  IST  all   99.30    0.00    0.65    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:36:48  IST  all   85.59    0.00    1.89    0.00    0.00    0.75    0.00    0.00    0.00   11.78
07:36:53  IST  all   99.00    0.00    0.95    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:36:58  IST  all   92.47    0.00    1.15    0.00    0.00    0.45    0.00    0.00    0.00    5.94
07:37:03  IST  all   98.20    0.00    1.70    0.00    0.00    0.10    0.00    0.00    0.00    0.00
07:37:08  IST  all   99.15    0.00    0.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:37:13  IST  all   92.28    0.00    1.34    0.00    0.00    0.50    0.00    0.00    0.00    5.87
07:37:18  IST  all   98.35    0.00    1.60    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:37:23  IST  all   94.61    0.00    0.85    0.00    0.00    0.45    0.00    0.00    0.00    4.09
07:37:28  IST  all   95.20    0.00    2.10    0.00    0.00    0.40    0.00    0.00    0.00    2.30
07:37:33  IST  all   98.50    0.00    1.30    0.00    0.00    0.20    0.00    0.00    0.00    0.00
07:37:38  IST  all   93.00    0.00    1.25    0.00    0.00    1.10    0.00    0.00    0.00    4.65
07:37:43  IST  all   96.50    0.00    2.40    0.00    0.00    1.10    0.00    0.00    0.00    0.00
07:37:48  IST  all   98.60    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00    0.00
07:37:53  IST  all   81.31    0.00    1.74    0.05    0.00    0.50    0.00    0.00    0.00   16.40
07:37:58  IST  all   98.75    0.00    1.20    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:38:03  IST  all   92.42    0.00    1.25    0.00    0.00    0.35    0.00    0.00    0.00    5.99
07:38:08  IST  all   96.65    0.00    2.10    0.00    0.00    0.10    0.00    0.00    0.00    1.15
07:38:13  IST  all   97.40    0.00    0.95    0.00    0.00    0.10    0.00    0.00    0.00    1.55
07:38:18  IST  all   93.50    0.00    1.75    0.00    0.00    0.15    0.00    0.00    0.00    4.60
07:38:23  IST  all   98.50    0.00    1.40    0.00    0.00    0.10    0.00    0.00    0.00    0.00
07:38:28  IST  all   94.91    0.00    1.10    0.00    0.00    0.25    0.00    0.00    0.00    3.75
07:38:33  IST  all   94.01    0.00    1.90    0.00    0.00    0.20    0.00    0.00    0.00    3.89
07:38:38  IST  all   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:38:43  IST  all   86.82    0.00    1.24    0.00    0.00    0.99    0.00    0.00    0.00   10.95
07:38:48  IST  all   98.75    0.00    1.20    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:38:53  IST  all   99.15    0.00    0.80    0.00    0.00    0.05    0.00    0.00    0.00    0.00
